"Date","Day Traded","UPRO","TECS","EEM","USDU","SOXL","DGRO","TMF","EPI","YCS","EWZ","PUI","CURE","SVXY","$USD","UUP","DBC","SHY","SPXL","ERX","SPXU","TECL","UGL","BTAL","SPXS","TQQQ","EFA","SOXS","QLD","VIXY","GLD","EUO","UVXY","UCO","TNA","TMV","SCHD","VIXM","BIL","USD","SQQQ","AGG","MVV"
"Asset Type","","Equity","Equity","Equity","Equity","Equity","Equity","Equity","Equity","Equity","Equity","Equity","Equity","Equity","Cash","Equity","Equity","Equity","Equity","Equity","Equity","Equity","Equity","Equity","Equity","Equity","Equity","Equity","Equity","Equity","Equity","Equity","Equity","Equity","Equity","Equity","Equity","Equity","Equity","Equity","Equity","Equity","Equity"
"2021-12-15","Yes","-","-","-","-","-","-","-","-","-","-","-","-","14.3%","-","-","-","-","-","-","-","-","-","3.6%","-","-","-","14.3%","-","-","-","-","57.1%","-","-","-","-","10.7%","-","-","-","-","-"
"2021-12-14","Yes","-","-","-","-","14.3%","9.3%","-","-","-","-","-","-","14.3%","-","-","2.9%","-","-","-","-","14.3%","7.1%","3.6%","-","-","-","-","-","-","-","-","-","-","-","-","9.3%","10.7%","14.3%","-","-","-","-"
"2021-12-13","Yes","-","-","-","-","14.3%","9.3%","-","-","-","-","-","-","17.1%","-","-","-","-","-","-","-","21.4%","-","3.6%","-","-","-","-","-","-","-","-","-","-","-","-","9.3%","10.7%","14.3%","-","-","-","-"
"2021-12-10","Yes","-","14.3%","-","-","-","9.3%","2.9%","-","-","-","-","-","14.3%","-","-","-","-","-","-","-","21.4%","-","3.6%","-","-","-","-","-","-","-","-","-","-","-","-","9.3%","10.7%","14.3%","-","-","-","-"
"2021-12-09","Yes","-","-","-","-","14.3%","9.3%","-","-","-","-","-","-","17.1%","-","-","-","-","-","-","-","21.4%","-","3.6%","-","-","-","-","-","-","-","-","-","-","-","-","9.3%","10.7%","14.3%","-","-","-","-"
"2021-12-08","Yes","-","-","-","-","-","9.3%","2.9%","-","-","-","-","-","14.3%","-","-","-","-","-","-","-","21.4%","-","3.6%","-","-","-","14.3%","-","-","-","-","-","-","-","-","9.3%","10.7%","14.3%","-","-","-","-"
"2021-12-07","Yes","-","-","-","-","-","7.1%","-","-","-","-","-","-","14.3%","-","-","-","-","-","-","-","14.3%","-","3.6%","-","-","-","14.3%","-","-","-","-","-","-","-","-","7.1%","39.3%","-","-","-","-","-"
"2021-12-06","No","-","-","-","-","14.0%","9.6%","-","-","-","-","-","-","17.1%","-","-","-","-","-","-","-","20.9%","-","3.7%","-","-","-","-","-","-","-","-","-","-","-","-","9.6%","10.7%","14.4%","-","-","-","-"
"2021-12-03","No","-","-","-","-","14.2%","9.6%","-","-","-","-","-","-","16.6%","-","-","-","-","-","-","-","20.4%","-","3.7%","-","-","-","-","-","-","-","-","-","-","-","-","9.6%","11.3%","14.6%","-","-","-","-"
"2021-12-02","No","-","-","-","-","14.0%","9.4%","-","-","-","-","-","-","17.1%","-","-","-","-","-","-","-","21.2%","-","3.6%","-","-","-","-","-","-","-","-","-","-","-","-","9.4%","10.8%","14.4%","-","-","-","-"
"2021-12-01","No","-","-","-","-","14.2%","9.4%","-","-","-","-","-","-","16.8%","-","-","-","-","-","-","-","20.9%","-","3.7%","-","-","-","-","-","-","-","-","-","-","-","-","9.4%","11.1%","14.5%","-","-","-","-"
"2021-11-30","Yes","-","-","-","-","14.3%","9.3%","-","-","-","-","-","-","17.1%","-","-","-","-","-","-","-","21.4%","-","3.6%","-","-","-","-","-","-","-","-","-","-","-","-","9.3%","10.7%","14.3%","-","-","-","-"
"2021-11-29","Yes","-","28.6%","-","-","14.3%","7.1%","-","-","-","-","-","-","14.3%","-","-","-","-","-","-","-","14.3%","-","3.6%","-","-","-","-","-","-","-","-","-","-","-","-","7.1%","10.7%","-","-","-","-","-"
"2021-11-26","Yes","-","-","-","-","14.3%","9.3%","-","-","-","-","-","-","17.1%","-","-","-","-","-","-","-","21.4%","-","3.6%","-","-","-","-","-","-","-","-","-","-","-","-","9.3%","10.7%","14.3%","-","-","-","-"
"2021-11-24","Yes","-","-","-","-","-","9.3%","-","-","-","-","-","-","14.3%","-","-","-","-","-","-","-","14.3%","7.1%","3.6%","-","-","-","-","-","-","-","-","-","-","-","17.1%","9.3%","10.7%","14.3%","-","-","-","-"
"2021-11-23","Yes","-","-","-","-","14.3%","9.3%","-","-","-","-","-","-","14.3%","-","-","-","-","-","-","-","14.3%","7.1%","3.6%","-","-","-","-","-","-","-","-","-","-","-","-","9.3%","13.6%","14.3%","-","-","-","-"
"2021-11-22","Yes","-","-","-","-","-","9.3%","-","-","-","-","-","-","14.3%","-","-","2.9%","14.3%","-","-","-","14.3%","7.1%","3.6%","-","-","-","-","-","-","-","-","-","-","-","-","9.3%","10.7%","14.3%","-","-","-","-"
"2021-11-19","Yes","-","-","-","-","-","9.3%","-","-","-","-","-","-","21.4%","-","-","2.9%","-","-","-","-","14.3%","-","3.6%","-","-","-","14.3%","-","-","-","-","-","-","-","-","9.3%","10.7%","14.3%","-","-","-","-"
"2021-11-18","Yes","-","-","-","-","-","9.3%","-","-","-","-","-","-","-","-","-","-","-","-","-","-","14.3%","-","7.1%","-","-","-","14.3%","-","-","-","-","7.1%","-","-","2.9%","9.3%","21.4%","14.3%","-","-","-","-"
"2021-11-17","Yes","-","-","-","-","14.3%","9.3%","-","-","-","-","-","-","14.3%","-","-","2.9%","-","-","-","-","14.3%","-","10.7%","-","-","-","-","-","-","-","-","-","-","-","-","9.3%","10.7%","14.3%","-","-","-","-"
"2021-11-16","Yes","-","-","-","-","-","9.3%","-","-","-","-","-","-","-","-","-","-","-","-","-","-","14.3%","-","7.1%","-","-","-","14.3%","-","-","-","-","7.1%","-","-","-","9.3%","24.3%","14.3%","-","-","-","-"
"2021-11-15","Yes","-","-","-","-","-","9.3%","-","-","-","-","-","-","14.3%","-","-","-","-","-","-","-","14.3%","-","10.7%","-","14.3%","-","-","-","-","-","-","-","-","-","-","9.3%","13.6%","14.3%","-","-","-","-"
"2021-11-12","Yes","-","-","-","-","14.3%","9.3%","2.9%","-","-","-","-","-","14.3%","-","-","-","-","-","-","-","21.4%","-","3.6%","-","-","-","-","-","-","-","-","-","-","-","-","9.3%","10.7%","14.3%","-","-","-","-"
"2021-11-11","Yes","-","-","-","-","14.3%","9.3%","-","-","-","-","-","-","14.3%","-","-","-","-","-","-","-","28.6%","-","10.7%","-","-","-","-","-","-","-","-","-","-","-","2.9%","9.3%","10.7%","-","-","-","-","-"
"2021-11-10","Yes","-","-","-","-","14.3%","9.3%","-","-","-","-","-","-","17.1%","-","-","-","-","-","-","-","35.7%","-","3.6%","-","-","-","-","-","-","-","-","-","-","-","-","9.3%","10.7%","-","-","-","-","-"
"2021-11-09","No","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","78.9%","-","-","-","-","21.1%","-","-","-","-","-"
"2021-11-08","No","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","78.7%","-","-","-","-","21.3%","-","-","-","-","-"
"2021-11-05","No","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","78.7%","-","-","-","-","21.3%","-","-","-","-","-"
"2021-11-04","No","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","78.0%","-","-","-","-","22.0%","-","-","-","-","-"
"2021-11-03","No","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","77.9%","-","-","-","-","22.1%","-","-","-","-","-"
"2021-11-02","Yes","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","78.6%","-","-","-","-","21.4%","-","-","-","-","-"
"2021-11-01","Yes","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","14.3%","-","-","-","-","-","-","-","64.3%","-","-","-","-","21.4%","-","-","-","-","-"
"2021-10-29","No","-","14.0%","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","64.4%","-","-","-","-","21.6%","-","-","-","-","-"
"2021-10-28","Yes","-","14.3%","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","64.3%","-","-","-","-","21.4%","-","-","-","-","-"
"2021-10-27","Yes","-","-","-","-","14.3%","-","-","-","-","-","-","-","14.3%","-","-","-","-","-","-","-","-","-","3.6%","-","-","-","-","-","-","-","-","57.1%","-","-","-","-","10.7%","-","-","-","-","-"
"2021-10-26","Yes","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","78.6%","-","-","-","-","21.4%","-","-","-","-","-"
"2021-10-25","Yes","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","14.3%","-","-","-","-","-","-","-","-","-","-","64.3%","-","-","-","-","21.4%","-","-","-","-","-"
"2021-10-22","Yes","-","-","-","-","-","9.3%","-","-","-","-","-","-","-","-","-","-","-","-","-","-","28.6%","-","7.1%","-","-","-","-","-","-","-","-","21.4%","-","-","-","9.3%","24.3%","-","-","-","-","-"
"2021-10-21","No","-","-","-","-","-","9.3%","-","-","-","-","-","-","-","-","-","-","-","-","-","-","28.9%","-","7.2%","-","-","-","-","-","-","-","-","6.8%","-","-","14.3%","9.3%","24.1%","-","-","-","-","-"
"2021-10-20","Yes","-","-","-","-","-","9.3%","-","-","-","-","-","-","-","-","-","-","-","-","-","-","28.6%","-","7.1%","-","-","-","-","-","-","-","-","7.1%","-","-","14.3%","9.3%","24.3%","-","-","-","-","-"
"2021-10-19","Yes","-","-","-","-","-","9.3%","-","-","-","-","-","-","14.3%","-","-","-","-","-","-","-","28.6%","-","10.7%","-","-","-","-","-","-","-","-","-","-","-","14.3%","9.3%","13.6%","-","-","-","-","-"
"2021-10-18","Yes","-","-","-","-","14.3%","9.3%","-","-","-","-","-","-","14.3%","-","-","-","-","-","-","-","28.6%","-","10.7%","-","-","-","-","-","-","-","-","-","-","-","-","9.3%","13.6%","-","-","-","-","-"
"2021-10-15","Yes","-","-","-","-","-","9.3%","-","-","-","-","-","-","14.3%","-","-","-","-","-","-","-","14.3%","-","10.7%","-","-","-","-","-","-","-","-","-","-","-","14.3%","9.3%","13.6%","14.3%","-","-","-","-"
"2021-10-14","Yes","-","-","-","-","14.3%","7.1%","-","-","-","-","-","-","14.3%","-","-","-","-","-","14.3%","-","-","-","3.6%","-","-","-","-","-","-","-","-","-","-","-","-","7.1%","39.3%","-","-","-","-","-"
"2021-10-13","No","-","-","-","-","14.5%","9.3%","-","-","-","-","-","-","14.4%","-","-","-","-","-","14.2%","-","-","-","10.7%","-","-","-","-","-","-","-","-","-","-","-","-","9.3%","13.4%","14.2%","-","-","-","-"
"2021-10-12","Yes","-","-","-","-","14.3%","9.3%","-","-","-","-","-","-","14.3%","-","-","-","-","-","14.3%","-","-","-","10.7%","-","-","-","-","-","-","-","-","-","-","-","-","9.3%","13.6%","14.3%","-","-","-","-"
"2021-10-11","Yes","-","-","-","-","14.3%","9.3%","-","-","-","-","-","-","14.3%","-","-","-","-","-","-","-","14.3%","-","10.7%","-","-","-","-","-","-","-","-","-","-","-","-","9.3%","13.6%","14.3%","-","-","-","-"
"2021-10-08","No","-","-","-","-","14.2%","9.2%","-","-","-","-","-","-","14.5%","-","-","-","-","-","15.2%","-","-","-","10.5%","-","-","-","-","-","-","-","-","-","-","-","-","9.2%","13.2%","14.1%","-","-","-","-"
"2021-10-07","No","-","-","-","-","14.6%","9.3%","-","-","-","-","-","-","14.4%","-","-","-","-","-","14.4%","-","-","-","10.6%","-","-","-","-","-","-","-","-","-","-","-","-","9.3%","13.3%","14.2%","-","-","-","-"
"2021-10-06","Yes","-","-","-","-","14.3%","9.3%","-","-","-","-","-","-","14.3%","-","-","-","-","-","14.3%","-","-","-","10.7%","-","-","-","-","-","-","-","-","-","-","-","-","9.3%","13.6%","14.3%","-","-","-","-"
"2021-10-05","Yes","-","-","-","-","14.3%","9.3%","-","-","-","-","-","-","14.3%","-","-","-","-","-","14.3%","-","-","7.1%","3.6%","-","-","-","-","-","-","-","-","-","-","-","-","9.3%","13.6%","14.3%","-","-","-","-"
"2021-10-04","Yes","-","-","-","-","42.9%","-","-","-","-","-","-","-","14.3%","-","-","-","-","-","-","-","28.6%","-","3.6%","-","-","-","-","-","-","-","-","-","-","-","-","-","10.7%","-","-","-","-","-"
"2021-10-01","Yes","-","-","-","-","14.3%","9.3%","-","-","-","-","-","-","14.3%","-","-","-","-","-","14.3%","-","-","-","10.7%","-","-","-","-","-","-","-","-","-","-","-","-","9.3%","13.6%","14.3%","-","-","-","-"
"2021-09-30","Yes","-","-","-","-","28.6%","-","-","-","-","-","-","-","14.3%","-","-","-","-","-","-","-","28.6%","-","3.6%","-","-","-","14.3%","-","-","-","-","-","-","-","-","-","10.7%","-","-","-","-","-"
"2021-09-29","Yes","-","-","-","-","14.3%","-","28.6%","-","-","-","-","-","14.3%","-","-","-","-","-","-","-","28.6%","-","3.6%","-","-","-","-","-","-","-","-","-","-","-","-","-","10.7%","-","-","-","-","-"
"2021-09-28","Yes","-","-","-","-","-","-","28.6%","-","-","-","-","-","14.3%","-","-","-","-","-","-","-","28.6%","-","3.6%","-","14.3%","-","-","-","-","-","-","-","-","-","-","-","10.7%","-","-","-","-","-"
"2021-09-27","Yes","-","-","-","-","-","9.3%","-","-","-","-","-","-","14.3%","-","-","-","-","-","14.3%","-","-","-","10.7%","-","14.3%","-","-","-","-","-","-","-","-","-","-","9.3%","13.6%","14.3%","-","-","-","-"
"2021-09-24","Yes","-","-","-","-","-","9.3%","-","-","-","-","-","-","14.3%","-","-","-","-","-","-","-","14.3%","-","10.7%","-","14.3%","-","-","-","-","-","-","-","-","-","-","9.3%","13.6%","14.3%","-","-","-","-"
"2021-09-23","Yes","-","-","-","-","-","9.3%","-","-","-","-","-","-","14.3%","-","-","-","14.3%","-","-","-","14.3%","7.1%","3.6%","-","-","-","-","-","-","-","-","-","-","-","-","9.3%","13.6%","14.3%","-","-","-","-"
"2021-09-22","Yes","-","-","-","-","14.3%","9.3%","-","-","-","-","-","-","17.1%","-","-","-","-","-","-","-","35.7%","-","3.6%","-","-","-","-","-","-","-","-","-","-","-","-","9.3%","10.7%","-","-","-","-","-"
"2021-09-21","No","-","-","-","-","43.0%","-","-","-","-","-","-","-","14.5%","-","-","-","-","-","-","-","28.5%","-","3.6%","-","-","-","-","-","-","-","-","-","-","-","-","-","10.5%","-","-","-","-","-"
"2021-09-20","Yes","-","-","-","-","42.9%","-","-","-","-","-","-","-","14.3%","-","-","-","-","-","-","-","28.6%","-","3.6%","-","-","-","-","-","-","-","-","-","-","-","-","-","10.7%","-","-","-","-","-"
"2021-09-17","Yes","-","-","-","-","14.3%","9.3%","-","-","-","-","-","-","14.3%","-","-","-","-","-","-","-","14.3%","7.1%","3.6%","-","-","-","-","-","-","-","-","-","-","-","2.9%","9.3%","10.7%","14.3%","-","-","-","-"
"2021-09-16","Yes","-","-","-","-","-","9.3%","-","-","-","-","-","-","14.3%","-","-","-","-","-","-","-","28.6%","7.1%","3.6%","-","-","-","14.3%","-","-","-","-","-","-","-","2.9%","9.3%","10.7%","-","-","-","-","-"
"2021-09-15","No","-","-","-","-","14.3%","9.2%","-","-","-","-","-","-","17.2%","-","-","-","-","-","-","-","36.1%","-","3.5%","-","-","-","-","-","-","-","-","-","-","-","-","9.2%","10.4%","-","-","-","-","-"
"2021-09-14","Yes","-","-","-","-","14.3%","9.3%","-","-","-","-","-","-","17.1%","-","-","-","-","-","-","-","35.7%","-","3.6%","-","-","-","-","-","-","-","-","-","-","-","-","9.3%","10.7%","-","-","-","-","-"
"2021-09-13","Yes","-","-","-","-","-","9.3%","-","-","-","-","-","-","17.1%","-","-","-","-","-","-","-","35.7%","-","3.6%","-","-","-","14.3%","-","-","-","-","-","-","-","-","9.3%","10.7%","-","-","-","-","-"
"2021-09-10","Yes","-","-","-","-","-","9.3%","-","-","-","14.3%","-","-","17.1%","-","-","-","-","-","-","-","35.7%","-","3.6%","-","-","-","-","-","-","-","-","-","-","-","-","9.3%","10.7%","-","-","-","-","-"
"2021-09-09","Yes","-","-","-","-","14.3%","9.3%","-","-","-","-","-","-","17.1%","-","-","-","-","-","-","-","35.7%","-","3.6%","-","-","-","-","-","-","-","-","-","-","-","-","9.3%","10.7%","-","-","-","-","-"
"2021-09-08","No","-","-","-","-","13.8%","9.4%","-","-","-","-","-","-","14.4%","-","-","-","-","-","-","-","28.5%","7.2%","3.6%","-","-","-","-","-","-","-","-","-","-","-","-","9.4%","13.7%","-","-","-","-","-"
"2021-09-07","Yes","-","-","-","-","14.3%","9.3%","-","-","-","-","-","-","14.3%","-","-","-","-","-","-","-","28.6%","7.1%","3.6%","-","-","-","-","-","-","-","-","-","-","-","-","9.3%","13.6%","-","-","-","-","-"
"2021-09-03","Yes","-","-","-","-","14.3%","9.3%","-","-","-","-","-","-","14.3%","-","-","-","-","-","-","-","28.6%","-","10.7%","-","-","-","-","-","-","-","-","-","-","-","-","9.3%","13.6%","-","-","-","-","-"
"2021-09-02","Yes","-","-","-","-","-","9.3%","-","-","-","-","-","-","14.3%","-","-","-","-","-","-","-","28.6%","-","10.7%","-","-","-","-","-","-","-","-","-","-","-","14.3%","9.3%","13.6%","-","-","-","-","-"
"2021-09-01","No","-","-","-","-","14.1%","9.3%","2.9%","-","-","-","-","-","14.5%","-","-","-","-","-","-","-","35.8%","-","3.6%","-","-","-","-","-","-","-","-","-","-","-","-","9.3%","10.6%","-","-","-","-","-"
"2021-08-31","Yes","-","-","-","-","14.3%","9.3%","2.9%","-","-","-","-","-","14.3%","-","-","-","-","-","-","-","35.7%","-","3.6%","-","-","-","-","-","-","-","-","-","-","-","-","9.3%","10.7%","-","-","-","-","-"
"2021-08-30","No","-","-","-","-","-","9.2%","2.8%","-","-","-","-","-","14.2%","-","-","-","-","-","-","-","36.5%","-","3.6%","-","-","-","14.0%","-","-","-","-","-","-","-","-","9.2%","10.6%","-","-","-","-","-"
"2021-08-27","Yes","-","-","-","-","-","9.3%","2.9%","-","-","-","-","-","14.3%","-","-","-","-","-","-","-","35.7%","-","3.6%","-","-","-","14.3%","-","-","-","-","-","-","-","-","9.3%","10.7%","-","-","-","-","-"
"2021-08-26","Yes","-","-","-","-","-","9.3%","2.9%","-","-","-","-","-","14.3%","-","-","-","-","-","-","-","35.7%","-","3.6%","-","-","-","-","-","-","-","-","-","-","-","14.3%","9.3%","10.7%","-","-","-","-","-"
"2021-08-25","No","-","-","-","-","14.6%","9.3%","2.8%","-","-","-","-","-","14.4%","-","-","-","-","-","-","-","35.5%","-","3.5%","-","-","-","-","-","-","-","-","-","-","-","-","9.3%","10.6%","-","-","-","-","-"
"2021-08-24","Yes","-","-","-","-","14.3%","9.3%","2.9%","-","-","-","-","-","14.3%","-","-","-","-","-","-","-","35.7%","-","3.6%","-","-","-","-","-","-","-","-","-","-","-","-","9.3%","10.7%","-","-","-","-","-"
"2021-08-23","No","-","-","-","-","15.0%","9.1%","-","-","-","-","-","-","17.0%","-","-","-","-","-","-","-","36.1%","-","3.4%","-","-","-","-","-","-","-","-","-","-","-","-","9.1%","10.3%","-","-","-","-","-"
"2021-08-20","Yes","-","-","-","-","14.3%","9.3%","-","-","-","-","-","-","17.1%","-","-","-","-","-","-","-","35.7%","-","3.6%","-","-","-","-","-","-","-","-","-","-","-","-","9.3%","10.7%","-","-","-","-","-"
"2021-08-19","No","-","-","-","-","14.6%","9.3%","-","-","-","-","-","-","21.0%","-","-","2.8%","-","-","-","-","14.6%","-","3.6%","-","-","-","-","-","-","-","-","-","-","-","-","9.2%","10.7%","14.2%","-","-","-","-"
"2021-08-18","Yes","-","-","-","-","14.3%","9.3%","-","-","-","-","-","-","21.4%","-","-","2.9%","-","-","-","-","14.3%","-","3.6%","-","-","-","-","-","-","-","-","-","-","-","-","9.3%","10.7%","14.3%","-","-","-","-"
"2021-08-17","Yes","-","-","-","-","14.3%","9.3%","-","-","-","-","-","-","14.3%","-","-","-","-","-","-","-","14.3%","7.1%","3.6%","-","-","-","-","-","-","-","-","-","-","-","2.9%","9.3%","10.7%","14.3%","-","-","-","-"
"2021-08-16","Yes","-","-","-","-","-","9.3%","-","-","-","-","-","-","-","-","-","-","-","-","-","-","14.3%","7.1%","-","-","-","-","-","-","-","-","-","21.4%","-","-","-","9.3%","24.3%","14.3%","-","-","-","-"
"2021-08-13","Yes","-","-","-","-","-","9.3%","-","-","-","-","-","-","14.3%","-","-","-","-","-","-","-","14.3%","-","10.7%","14.3%","-","-","-","-","-","-","-","-","-","-","-","9.3%","13.6%","14.3%","-","-","-","-"
"2021-08-12","Yes","-","-","-","-","14.3%","9.3%","-","-","-","-","-","-","14.3%","-","-","-","-","-","-","-","14.3%","7.1%","3.6%","-","-","-","-","-","-","-","-","-","-","-","-","9.3%","13.6%","14.3%","-","-","-","-"
"2021-08-11","Yes","-","-","-","-","-","9.3%","-","-","-","-","-","-","14.3%","-","-","-","-","-","-","-","14.3%","7.1%","3.6%","14.3%","-","-","-","-","-","-","-","-","-","-","-","9.3%","13.6%","14.3%","-","-","-","-"
"2021-08-10","Yes","-","-","-","-","-","9.3%","-","-","-","-","-","-","14.3%","-","14.3%","-","-","-","-","-","14.3%","7.1%","3.6%","-","-","-","-","-","-","-","-","-","-","-","-","9.3%","13.6%","14.3%","-","-","-","-"
"2021-08-09","Yes","-","-","-","-","-","9.3%","-","-","-","-","-","-","14.3%","-","14.3%","2.9%","-","-","-","-","14.3%","7.1%","3.6%","-","-","-","-","-","-","-","-","-","-","-","-","9.3%","10.7%","14.3%","-","-","-","-"
"2021-08-06","Yes","-","-","-","-","-","9.3%","-","-","-","-","-","-","14.3%","-","14.3%","-","-","-","-","-","28.6%","7.1%","3.6%","-","-","-","-","-","-","-","-","-","-","-","-","9.3%","13.6%","-","-","-","-","-"
"2021-08-05","No","-","-","-","-","-","9.2%","-","-","-","-","-","-","17.3%","-","-","-","-","-","-","-","36.4%","-","3.6%","-","-","-","13.8%","-","-","-","-","-","-","-","-","9.2%","10.5%","-","-","-","-","-"
"2021-08-04","No","-","-","-","-","-","9.3%","-","-","-","-","-","-","17.2%","-","-","-","-","-","-","-","36.1%","-","3.6%","-","-","-","13.9%","-","-","-","-","-","-","-","-","9.2%","10.8%","-","-","-","-","-"
"2021-08-03","Yes","-","-","-","-","-","9.3%","-","-","-","-","-","-","17.1%","-","-","-","-","-","-","-","35.7%","-","3.6%","-","-","-","14.3%","-","-","-","-","-","-","-","-","9.3%","10.7%","-","-","-","-","-"
"2021-08-02","No","-","-","-","-","15.0%","9.3%","-","-","-","-","-","-","16.7%","-","-","-","-","-","13.7%","-","21.3%","-","3.6%","-","-","-","-","-","-","-","-","-","-","-","-","9.3%","11.1%","-","-","-","-","-"
"2021-07-30","No","-","-","-","-","14.6%","9.3%","-","-","-","-","-","-","17.0%","-","-","-","-","-","13.9%","-","21.4%","-","3.6%","-","-","-","-","-","-","-","-","-","-","-","-","9.3%","10.9%","-","-","-","-","-"
